ROL;NOMBRE;DIRECCI”N;GIRO;TIO PAPENTE
22230;COMERCIALIZADORA IMPORTADORA Y CONSTRUCTORA CASA FULL LTDA;FRESIA 316 -A;MINIMERCADO (SIN VENTA DE BEBIDAS ALCOHOLICAS);COMERCIALES
22234;JUAN CARLOS PICHUN COLIPE;PALGUIN 745;HOSTERIA (SIN VENTA DE BEBIDAS ALCOHOLICAS MEF);COMERCIALES
22235;IBA—EZ Y ATALAH CONSULTORES LIMITADA;GERONIMO DE ALDERETE† 283 PISO 2 OF. 25;CONSULTORA JURIDICA AMBIENTAL TERRITORIAL URBANISTICA;COMERCIALES
22236;MAURICIO ISAIAS ALBORNOZ ESPARZA;PARAGUAY 270;SALON DE POOL- BILLAR-JUEGOS ELECTRONICOS DE HABILIDAD/ DESTREZA(4 MAQUINAS) -VENTA DE CONFITES Y CIGARROS (MEF);COMERCIALES
22237;SOCIEDAD ARIDOS Y MAQUINAS GARRIDO LIMITADA;COLO COLO 460;OFICINA DE VENTA DE ARIDOS - OBRAS DE INGENIERIA;COMERCIALES
22238;E Y V† PUCON† S P A;GENERAL URRUTIA† 123 LOCAL 7;CORREDORES DE PROPIEDADES;COMERCIALES
22239;FONSECA FERNADEZ NELSON;LINCOYAN† 323;VENTA ARTESANIA EN TEJIDOS-CONFITES-BEBIDAS Y HELADOS ENVASADOS;COMERCIALES
22242;JAIME ORLANDO OLIVA MARTINEZ;SABA ELTIT 820;VENTA DE ALIMENTOS PARA ANIMALES Y MASCOTAS FRUTOS DEL PAIS VENTA DE LE—A (MEF);COMERCIALES
22244;ALVO JARA JAQUELINE MARCELA;GENERAL URRUTIA† 283 LOC 3†;VENTA DE MUEBLES Y ARTESANIA;COMERCIALES
22245;GASTRONOMICA NAUKANA LIMITADA;GERONIMO DE ALDERETE† 656;HOSPEDAJE;COMERCIALES
22248;PAMELA FRANCISCA BARRIOS ASTUDILLO;MIGUEL ANSORENA† 335 LOCAL A;BAZAR JUGUETERIA CONFITERIA MEF;COMERCIALES
22249;ANGELICA VANESA LAGOS NORAMBUENA;PALGUIN 323;SANDWICHERIA;COMERCIALES
22250;IMPORTACION Y EXPORTACION DE EQUIPAMIENTO IAN PHILLIP GARCIA;CAUPOLICAN† 372;VENTA† Y COMERCIALIZACION DE EQUIPOS DEPORTIVOS;COMERCIALES
22251;MIGUEL FELIPE AGUILERA ABURTO;VARIANTE CAMINO INTERNACIONAL 1810;ARRIENDO DE CANCHAS PASTO SINTETICO (MEF);COMERCIALES
22253;HUINCA AGUAYO MIRIAM DEL CARMEN;SECTOR CABURGUA BAJO KM 20;CAMPING MEF;COMERCIALES
22257;FRANCISCO JAVIER† ALVAREZ CORNEJO;PUCON OESTE 45 B;PRODUCTORA DE EVENTOS(MEF);COMERCIALES
22258;RED HOTELERA CHILE SOCIEDAD POR ACCIONES;AVDA. BERNARDO OHIGGINS 669 OF 201;TOUR OPERADOR - RENTA CAR - COMPRA VENTA;COMERCIALES
22262;MONICA LUISA SANCHEZ EYQUEM;CAMINO AL VOLCAN† KM 8;VENTA DE ARTESANIA-ARRIENDO DE EQUIPOS DEPORTIVOS Y PROVISIONES (MEF);COMERCIALES
22266;MUÒOZ HERRERA SARA E.;CAMINO INTERNACIONAL† ESQUINA POCOLLANCA LOCAL 14;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL INCLUYE ACCESORIOS ROPA USADA;COMERCIALES
22267;SOFIA ELERMIT LECERF FUENTES;PALGUIN 555;CAFETERIA PARA LA VENTA DE ALIMENTOS CON CONSUMO ELABORACION EMPAREDADOS CON Y SIN COCCION/ HELADO FRACIONADOS / INFUCIONES DE TE O CAFE;COMERCIALES
22271;MARIA VICTORIA CHIHUAY BARRA;VOLCAN VILLARRICA 1360;SANDWICHERIA AL PASO (MEF);COMERCIALES
22272;SALDIAS CRUCES RAQUEL DEL ROSARIO;AVDA. BERNARDO OHIGGINS 555;HOSTAL;COMERCIALES
22274;EMILIO ENRIQUE CAMPOS TORO E.I.R.L.;AVDA. BERNARDO OHIGGINS 865;FRUTERIA (MEF);COMERCIALES
22275;NIBALDO ISRAEL MU—OZ COMTRERAS;SECTOR EL CLARO LOTE 10-AS-N KM 4 CA;VENTA DE MADERAS (MEF);COMERCIALES
22276;BRIGIDA ESMERITA CASTRO VILLAGRAN;FRESIA 183 ESQ. ALDERETE;ARTESANIA BAZAR;COMERCIALES
22277;JUAN PABLO LAGOS LAGOS;GENERAL URRUTIA† 484-B;REPARACIONES Y ARRIENDO† DE BOCICLETAS Y VENTA DE ARTICULOS† DEPORTIVOS;COMERCIALES
22279;SOCIEDAD RETAMAL & WORTMAN LTDA (SUMMIT CHILE);GENERAL URRUTIA† 585;TURISMO AVENTURA Y OPERADOR TURÕSTICO;COMERCIALES
22281;ROSEMARY LIRA MU—OZ;CAMINO EX BALSA QUELHUE KM 1.2 PARCELA 1;VENTA DE PLANTAS (MEF);COMERCIALES
22283;MIRADOR DE LOS RISCOS SPA;CAMINO VILLARRICA PUCON KM 18 LOTE 9 A 1;CABA—AS;COMERCIALES
22284;FIGUEROA LAGOS SERGIO EDUARDO;BRASIL† 430;FRUTERIA;COMERCIALES
22285;TURISMO AMITY TOURS LIMITADA;VARIANTE CAMINO INTERNACIONAL 1470 INTERIOR;TOUR OPERADOR RECEPTIVO;COMERCIALES
22290;CARVALLO MARTINEZ EVA LUCIA;CAMINO INTERNACIONAL† ESQUINA POCOLLANCA S/N;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL INCLUYE ACCESORIOS;COMERCIALES
22291;WALTER MULLER GARCIA;ARAUCO 560;HOSTAL (MEF);COMERCIALES
22294;INVERSIONES, MANUFACTURA Y COMERCIALIZADORA LUIS PASTEUR LTD;FRESIA 315 LOCAL B;VENTA AL POR MENOR DE CALZADO;COMERCIALES
22299;QUINTANA SALGADO MARITZA DEL PILAR;GENERAL URRUTIA† 324 A;BOUTIQUE BAZAR ZAPATERÕA;COMERCIALES
22300;GARRIDO ALARC”N HECTOR ROLANDO;COLO COLO 455†;ARRIENDO DE DEPARTAMENTOS AMOBLADOS;COMERCIALES
22304;ANAMARÕA FERN¡NDEZ TEILLIER;GENERAL URRUTIA† 148 LOC 3;OFICINA DE CORRETAJES;COMERCIALES
22306;M Y C LIMITADA;AVDA. BERNARDO OHIGGINS 192 LOCAL 3;VENTA DE CALZADO;COMERCIALES
22308;PANIFICADORA ARKOPAS LTDA;AVDA. BERNARDO OHIGGINS 194 A LOC E Y F;MINIMARKETS;COMERCIALES
22311;UBER LLANDER QUIRILAO VALLEJOS;PASAJE ESTADIO 125 DEPTO E;TURISMO AVENTURA MEF (ASCENSION AL VOLCAN);COMERCIALES
22316;ELIZABETH ANDREA COLIPE AEDO;PALGUIN 383-B;LOCAL DE ELABORACION DE ALIMENTOS CON CONSUMO AL PASO/INFUCIONES DE TE O CAFE/ ELABORAR JUGOS OZUMOS DE† FRUTAS U HORTALIZAS AL PASO(MEF);COMERCIALES
22317;BATA CHILE S.A.;FRESIA 295;VENTA DE CALZADO Y ACCESORIOS;COMERCIALES
22319;ESTETICA CORPORAL HANDS & FEET SPA LIMITADA;GENERAL URRUTIA† 123 LOCAL 3;SALON DE BELLEZA;COMERCIALES
22321;ZAMBRANO ALBORNOZ MARIA ISABEL;LAS AZALEAS 354 CON TULIPANES;MINIMARKET FRUTAS VERDURAS BAZAR RECARGAS TELEFONICAS MEF;COMERCIALES
22322;SOCIEDAD INDUSTRIAL Y COMERCIAL D LUISA S.A;AVDA. BERNARDO OHIGGINS 192 LOCAL B;FUENTE DE SODA;COMERCIALES
22323;SOCIEDAD DUARTE Y BRIDET LIMITADA;GENERAL URRUTIA† 123 LOCAL 5 Y 6;BOUTIQUE;COMERCIALES
22324;JORGE SEBASTIAN BELLO ITURRA;SEBASTIAN ENGLER† 635;HOSTAL 16 PERSONAS† (MEF);COMERCIALES
22325;ROMAN AVACA SUSANA CECILIA;CAMINO INTERNACIONAL† ESQUINA POCOLLANCA S/N LOCAL 5;VENTA DE FRUTOS SECOS CONFITES BEBIDAS Y HELADOS ENVASADOS;COMERCIALES
22326;ADOLFO ALEJANDRO SEPULVEDA DESCOUVIERES;AVDA. BERNARDO OHIGGINS 444;TIENDA DE ROPA/ACCESORIO/ARTESANIA Y SOUVENIR;COMERCIALES
22327;SOCIEDAD ALTOCABURGUA SPA;CAMINO PUCON- CABURGUA KM 30;CABA—AS (5);COMERCIALES
22328;CURILEF HUILIPAN JORGE IVAN;SEBASTIAN ENGLER† 520;VENTA DE FRUTAS / VERDURAS / FRUTOS DEL PAIS(SOLO PARA CONSUMO)/ LE—A /CARBON MEF;COMERCIALES
22330;DILLEMS MONTOYA MARIO ALEJANDRO;CAMINO INTERNACIONAL KM 8 SECTOR EL TURBI;ARRIENDO DE CANCHAS DE TENIS (MEF);COMERCIALES
22332;CACERES BECERRA MARIO ANDRES;AVDA. BERNARDO OHIGGINS 192 LOCAL D;ELECTRONICA Y COMPUTACION;COMERCIALES
22333;ELTIT KRAUSE SAMY MIGUEL NICOLAS;PALGUIN 383;HOSPEDAJE (MEF);COMERCIALES
22335;ULLOA ALVAREZ MURIEL TAMARA ALEJANDRA;MIGUEL ANSORENA† 271;VENTA DE CONFITES/BEBIDAS Y HELADOS ENVASADOS (MEF);COMERCIALES
22336;FRUTERIA Y PROV CHRISTIAN EMILIO HORACIO CAMPOS TORO E.I.R.L;CAMINO INTERNACIONAL 1025;FRUTERIA† Y VERDULERIA;COMERCIALES
22337;ROJAS ARRIAGADA JOSE MIGUEL;AVDA. BERNARDO OHIGGINS 255 LOCAL 03;VENTA† AL POR MAYOR Y MENOR† DE PRENDAS DE VESTIR LIBRERIA Y BAZAR;COMERCIALES
22339;ALTAMIRANO VALENZUELA LUIS FELIPE;CLEMENTE HOLZAPFEL† 81;DISE—O Y DECORACION;COMERCIALES
22340;PANIFICADORA ARKOPAS LTDA;URUGUAY† 510-A;PROVISIONES;COMERCIALES
22341;HUENTECURA LIEMPI MARIA ANGELICA;AVDA. BERNARDO OHIGGINS 192 A;ACCESORIOS Y SUMINISTROS DE CELULARES Y COMPUTACION;COMERCIALES
22344;PATRICIA SOLEDAD CEVERIO MELLA;PASAJE RIO PITRACO† 75;EXPENDER ALIMENTOS CONGELADOS EXPENDER ALIMENTOS QUE NO REQUIEREN REFRIGUERACION EXPENDER CECINAS HELADOS ENVASADOS/ LECHE Y PRODUCTOS LACTEOS (MEF);COMERCIALES
22354;MIGUEL MARCELO SEGUEL ORTEGA;AVDA. BERNARDO OHIGGINS 717 LOCAL 9;PANADERIA† COMIDA AL PASO;COMERCIALES
22355;SOC COM ELIZABHET POVEDA E HIJA LTDA;FRESIA 295 LOCAL B;VENTA DE ACCESORIOS PARA VESTIR;COMERCIALES
22356;COMERCIAL PEDRO POBLETE VILLAGRA, EIRL;COLO COLO 550;ALQUILER DE AUTOS Y CAMIONETAS (MEF);COMERCIALES
22358;GOEPPINGER BARRERA ARNALDO HERALDO;CAMINO PUCON HUIFE KM 41 LLANCALIL;CAMPING (06 SITIOS) MEF;COMERCIALES
22359;VEGA RAMOS INES ANDREA;CAMINO AL VOLCAN† KM 1.5;FUENTE DE SODA MEF;COMERCIALES
22361;TURISMO CRISTOBAL ARRIAGADA BARRIENTOS E.I.R.L.;CAMINO† LOS CALABOZOS S/N;TOUR OPERADOR TURISMO AVENTURA ( CANOPY) MEF;COMERCIALES
22364;FIDEL ALEJANDRO DOMINGUEZ LARA;LAS DALIAS 671;COMIDA RAPIDA (MEF);COMERCIALES
22365;NEFTALI ANDRES BARRA ACU—A;EL ARRAYAN 115;LOCAL DE EXPENDIO DE ALIMENTOS CONGELADOS/EXPENDER ALIM. QUE NO REQUIERE REFRIGERACION/EXPENDER AVES FAENADAS Y SUBPRODUCTOS CARNES† DE AVE/EXPENDER CECINAS/EXPENDER HELADOS ENVASADOS Y EXPENDER LECHE Y PRODUCTOS LACTEOS (MEF);COMERCIALES
22372;ALVARO A SEPULVEDA HERMOSILLA E.I.R.L. / CRISTALUME E.I.R.L.;CAMINO INTERNACIONAL 1720;VENTA DE VIDRIOS Y ALUMINIOS OBRAS MENORES (MEF);COMERCIALES
22374;CONSULTORA AUSTRAL DESIGN LAB LTDA.;GERONIMO DE ALDERETE† 283 OF 26;ASESORIA Y DESARROLLO Y GESTION DE PROYECTOS Y ESTABLECIMIENTOS TURISTICOS ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTION;COMERCIALES
22375;COMERCIALIZADORA CLAUDIA ANDREA BARRIOS ASTUDILLO EIRL;MIGUEL ANSORENA† 425 LOCAL 10;ARTICUILOS DE ASEO/PA—ALES Y PRENDAS DE VESTIR;COMERCIALES
22376;HERMANAS MISIONERAS FRANCISCANAS DE PURULON;URUGUAY† 325;HOSPITAL;COMERCIALES
22379;ESCUELA DE CONDUCTORES KING DRIVERS LTDA;PASAJE EL ROBLE 1309;ESCUELA DE CONDUCTORES;COMERCIALES
22383;MARITZA† ISOLDA MILLAHUAL CHANQUEO;LOS HELECHOS 265;VENTA DE ROPA ALTERNATIVA USADA - BAZAR (MEF);COMERCIALES
22386;PAOLA DEL CARMEN MU—OZ MORA;BRASIL† 545;CORRETAJES-ROPA NUEVA Y USADA - BAZAR Y PERFUMESAZAR;COMERCIALES
22391;JAVIER ALFONSO SEPULVEDA VASQUEZ;LAS AZALEAS 300;VTA.† DE ART. DE LIBRERIA Y PAQUETERIA(MEF);COMERCIALES
22394;PETER BRADLEY;SECTOR PALGUIN BAJO† KM 18;TOUR OPERADOR (MEF);COMERCIALES
22396;MARIA LAURA FILIPPONI;PASAJE RIO LIUCURA LOTE 12;TOUR OPERADOR (MEF);COMERCIALES
22398;ALFONSO NAVARRO MORENO;CAMINO INTERNACIONAL† ESQUINA POCOLLANCA LOCAL 5;BAZAR Y ARTICULOS - ARTEFACTO USADOS;COMERCIALES
22399;MORALES CRAVERO LTDA.-;CAMINO INTERNACIONAL 2175;ESTACION DE SERVICIOS EXPENDIO DE COMBUSTIBLE;COMERCIALES
22401;MARIA BERNARDITA PALACIOS ARAYA;AVDA. BERNARDO OHIGGINS 255 LOCAL 30;ARTESANIA Y DECORACION MU—ECOS COUNTRY/BORDADOS ESTANPILLAS/PINTURAS DECORATIVA Y REGALOS;COMERCIALES
22402;ZUNILDA CALFULUAN† CURIP¡N;AVDA. BERNARDO OHIGGINS 335;ARTESANIA Y BAZAR;COMERCIALES
22406;KRAUSE ASTUDILLO MIRIAM FLORINDA;SECTOR QUETROLEUFU CAMINO CABURGUA KM 1;VENTA DE CONFITES Y BEBIDAS;COMERCIALES
22407;CECILIA BUSTOS AVILA;CAMINO PUCON- CABURGUA KM 12;VENTA DE ARTESANIA (MEF);COMERCIALES
22408;COMERCIAL G2 LTDA;AVDA. BERNARDO OHIGGINS 112 LOCAL 5 Y 6†;COMERCIALIZADORA DE ARTICULOS DEPORTIVO;COMERCIALES
22411;HUAIQUIFIL CA—UQUIR JUAN ALBERTO;MIGUEL ANSORENA† 475 LOC 18;ARTESANIA BAZAR;COMERCIALES
22414;SOC COM ELIZABHET POVEDA E HIJA LTDA;FRESIA 295† LOCAL A;JOYERIA;COMERCIALES
22417;NAVARRETE PINO CARLOS JOAQUIN;URUGUAY† 304;VENTA DE PRODUCTOS NATURALES Y ART. ORTOPEDICOS;COMERCIALES
22420;ARCAYA Y ARCAYA PRODUCCIONES LTDA.;CAUPOLICAN† 635;PRODUCCIONES AUDIOVISUALES;COMERCIALES
22421;BERMUDES ANGELA MARIA;DEL PILLAN 69;HOSPEDAJE Y VENTA DE SOUVENIER;COMERCIALES
22423;MIRIAN GLADYS REYES ARRIAGADA;EL VOLCAN 290 LOCAL 1 Y 2;VENTA DE ROPA AMERICANA Y BAZAR;COMERCIALES
22425;JESSICA PILAR FONSECA ZURITA;URUGUAY† 306;BAZAR -VENTA DE ROPA - VENTA DE PA—ALES;COMERCIALES
22426;RAQUEL ALEJANDRA† ALVARADO DIAZ;POCOLLANCA CAMINO INTERNACIONAL;VENTA POR MENOR DE ARTICULOS DE FERRETERIA;COMERCIALES
22427;RODOLFO HERBERT COOMBS ESTURILLO;CAMINO A HUIFE KM 28†;CABALGATAS;COMERCIALES
22428;HOTELERA Y SERVICIOS DE TURISMO CASA CHUECA LIMITADA;GENERAL URRUTIA† 580;HOSTERIA;COMERCIALES
22433;MARCELA ISABEL MENDEZ KOCH;CAMINO A† QUELHUE KM 2;ARRIENDO DE RECINTO DE JUEGOS Y RECREACION;COMERCIALES
22434;SOC. COMERCIAL PATAGONIA SWEET LTDA.;ADOLFO KACHELLE† 365;FABRICA DE CHOCOLATES† HELADOS CONFITERIA PANADERIA Y PASTELERIA;COMERCIALES
22435;VIRA VIRA HOTEL COLLECTION SPA;SECTOR QUETROLEUFU KM 12 PARECLA 19;VENTA AL POR MENOR DE SOUVENIR Y ARTESANIA;COMERCIALES
22436;RODRIGO HERNAN NOVOA GALLEGOS;BLANCO ENCALADA 305;HOSPEDAJE† 8 PERSONAS (MEF);COMERCIALES
22437;PINO ARAVENA ELIU;DEL PILLAN 351-A;VERDULERI/PROVISIONES/BAZAR Y PAQUETERIA;COMERCIALES
22438;STARK ZERENE STEFANIE BIANCA;CAMINO INTERNACIONAL KM 5 SECTOR EL CLARO;ELABORACION VENTA Y ENVASADO DE ALIMENTOS;COMERCIALES
22439;LIZANA HERRERA IRENES JETRUDIS;MIGUEL ANSORENA† 475 LOCAL 17;ARTESANIAS;COMERCIALES
22440;ALARCON QUINTANA LUIS REINALDO;CERRO CANDELARIA† 1770;VENTA DE VIDRIOS Y ALUMINIOS (MEF);COMERCIALES
22441;COMERCIAL PHILIPPE LTDA;AVDA. BERNARDO OHIGGINS 211 LOCAL A†;CASA DE CAMBIO;COMERCIALES
22443;KUCHENLADEN LTDA.;FRESIA 248 LOCAL A;ELABORACION CON CONSUMO DE TORTAS KUCHEN CAFE Y BEBIDAS;COMERCIALES
22444;CARRILLO OCKS ROSA ANELISE;COLO COLO 580;ALQUILER DE AUTOS CAMIONETAS Y VENTA DE MUEBLES (MEF);COMERCIALES
22445;ALVAREZ CIFUENTES SANTIAGO FERNANDO;ALCALDE MANUEL ARAYA† 760;COMPRA Y VENTA DE MOTOCICLETAS REPUESTOS Y ACCESORIOS;COMERCIALES
22446;COMERCIALIZADORA Y TURISMO FELIPE ARREDONDO VELASCO E.I.R.L.;SECTOR ZANJON SECO PARCELA C KM 2.5;OFICINA AGENCIA DE TURISMO (TOUR OPERADOR);COMERCIALES
22447;HOTELERA ARCOIRIS SPA;BRASIL† 645;HOSTERIA (23 CAMAS);COMERCIALES
22448;TURISMO CUARTO RAYO SPA;BRASIL† 645;TOUR OPERADOR;COMERCIALES
22449;HUINCA RICHARD YOANA MARILIN;CERRO CANDELARIA† 1755;PROVISIONES- BAZAR;COMERCIALES
22450;ISAAC COPACONDORI QUISPE;MIGUEL ANSORENA† 302-B;ARTESANIA Y BAZAR;COMERCIALES
22452;ARRIENDO DE MAQUINARIAS CARLOS PATRICIO FREY PARRAGUEZ EIRL;VARIANTE CAMINO INTERNACIONAL 935;COMPRA VENTA Y ARRIENDO DE MAQUINARIA;COMERCIALES
22454;TURISMO JAIME EDUARDO BARRA SALDIAS E.I.R.L;AVDA. BERNARDO OHIGGINS OHIGGIND 592 LOCAL E;TUR AVENTURA( MONTA—A- RAFTING)ARRIENDO† BICICLETAS† T OPERADOR† RENTACAR;COMERCIALES
22456;NATIVO TRAVEL TURISMO AVENTURA SPA;COLO COLO 475;TOUR OPERADOR- TURISMO AVENTURA VOLC¡N RAFTING CANYONING Y MONTA—A;COMERCIALES
22457;TURISMO MISI LIMITADA;C. INTERNACIONAL SAN LUIS KM 27;TURISMO AVENTURA (CANOPY);COMERCIALES
22458;ABURTO† SAN MARTIN PATRICIO;VARIANTE CAMINO INTERNACIONAL 1725;VENTA DE ROPA AMERICANA - CORRETAJES- COMPRA Y VENTA DE VEHICULOS (MEF);COMERCIALES
22461;SOCIEDAD ARTE MEXICO LIMITADA;CLEMENTE HOLZAPFEL† 340 LOCAL 4;ARTESANIA;COMERCIALES
22467;REITZ Y RETIZ LTDA.;GENERAL URRUTIA† 123 EDF. EL ROBLE LO;VENTA DE ROPA Y ACCESORIO;COMERCIALES
22468;RILDA IDA VICTORIANO† ARAYA;CABURGUA KM 22;VERDULERIA- HELADOS-CONFITES-BEBIDAS Y COMIDA AL PASO;COMERCIALES
22469;MARCELO ALEJANDRO HERRERA ROJAS COMERCIALIZADORA E.I.R.L.;CLEMENTE HOLZAPFEL† 390 CONDOMIO 3 LOCAL;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL INCLUYE ACCESORIOS(BOUTIQUE);COMERCIALES
22470;BIERGARTEN LIMITADA;LINCOYAN† 361 LOCAL A;RENTAS DE MOTOCICLETAS- RENTA CAR;COMERCIALES
22472;GLORIA MIREYA CHIHUAY BARRA;EL MA—IO 85;BAZAR PAQUETERIA;COMERCIALES
22473;ADOLFO ALEJANDRO SEPULVEDA DESCOUVIERES;AVDA. BERNARDO OHIGGINS 415;TIENDA DE ROPA ACCESORIOS† ARTESANIAS Y SOUVENIR;COMERCIALES
22476;MARISELA LOPEZ BRAVO;FRESIA 124-C;VENTA DE ACCESORIOS;COMERCIALES
22478;COLIPE HERMOSILLA SERGIO;DEL PILLAN 435;CABA—AS;COMERCIALES
22480;TURISMO MISI LIMITADA;AVDA. BERNARDO OHIGGINS 211-C;TURISMO AVENTURA MONTA—A;COMERCIALES
22481;MARION FABIOLA SARPI CUEVAS;PALGUIN 820;ARRIENDO DE VEHICULOS;COMERCIALES
22482;RILDA IDA VICTORIANO† ARAYA;CABURGUA KM 22;ESTACIONAMIENTO;COMERCIALES
22483;INVERSIONES E INMOBILIARIAEMIR ARTURO ELGUETA REYES E.I.R.L.;CAMINO INTERNACIONAL KM 3.5 CLARO PJE HUA;ARRIENDO DE 4 CABA—AS(24 HABITANTES);COMERCIALES
22485;MIGUEL ANGEL ROBLES ROBLES;CABURGUA PLAYA NEGRA;ESTAMPADOS - IMPRESIONES Y BAZAR;COMERCIALES
22486;VERGARA GONZALEZ AURA CLORINDA;PLAYA BLANCA CABURGUA SECTOR;CABA—AS(5) - ESTACIONAMIENTO;COMERCIALES
22488;VEGA FLORES ALFONSO SEGUNDO;COSTANERA ROBERTO GEIS MUELLE LA POZA;PASEOS EN LANCHA A MOTOR;COMERCIALES
22492;BARRIENTOS MADARIAGA ODETTE DEL CARMEN;AVDA. BERNARDO OHIGGINS 774 LOCAL 3;LAVANDERIA - LAVASECO;COMERCIALES
22493;JULIO CESAR COPACONDORI QUISPE;MIGUEL ANSORENA† 191;VENTA DE ARTESANIA Y BAZAR;COMERCIALES
22496;BENJAMIN DAVID MAY E.I.R.L.;AVDA. BERNARDO OHIGGINS 524 A;TURISMO AVENTURA RAFTING Y KAYAK;COMERCIALES
22500;CIRAULO MARCELO ALEJANDRO;URUGUAY† 665;SERVICIO TECNICO;COMERCIALES
22501;VERGARA GONZALEZ HUGO;PLAYA BLANCA CABURGUA S/N;CAMPING-CABA—AS-PUESTO DE ALIMENTO Y ESTACIONAMIENTO;COMERCIALES
22505;MARIA JOSE PAZ RAMIREZ PINILLA;CALLE TRES 120;COMIDA AL PASO (MEF);COMERCIALES
22506;MARIA SANGMEISTER SARALEGUI;SECTOR LOS CALABOZOS PARCELA 9 FUNDO EL S;EMBOTELLADORA DE AGUA† (MEF);COMERCIALES
22507;ROSA ADRIANA INZUNZA MAUREIRA;AVDA. BERNARDO OHIGGINS 1260;PAPAS FRITAS- COMIDA RAPIDA (MEF);COMERCIALES
22509;KLAUS WILHELM KLUMPP RODRIGUEZ;VARIANTE CAMINO INTERNACIONAL 676;HOSPEDAJE (7 PERSONAS) MEF;COMERCIALES
22511;VALENZUELA JARAMILLO JUANA;AVDA. HUIFE 77 VILLA SAN PEDRO;PAQUETERIA Y BAZAR;COMERCIALES
22513;JARA GUTIERREZ ERVIN ALBINO;PALGUIN 690;COMIDA AL PASO CONFITERIA;COMERCIALES
22516;VALENCIA MILLON NELLY;BRASIL† 465;PAQUETERIA Y BAZAR;COMERCIALES
22518;FRANCISCO OSORIO BAZAUL;RIO BLANCO KM 85;PROVISIONES;COMERCIALES
22519;PONCE BONIFAY LORENA MARIA;COLO COLO 550;ARRIENDO DE PELICULAS-BAZAR-CONFITERIA Y VIDEO JUEGOS;COMERCIALES
22520;SOCIEDAD DE PROFESIONALES BIRROUS Y CIA LTDA;GENERAL URRUTIA† 283 OF.31;AUDITORES CONSULTORES;COMERCIALES
22521;PRESTADORA DE SERVICIOS DE SEGURIDAD PRIVADA EL VOLCAN LTDA.;AVDA. BERNARDO OHIGGINS 336;SERVICIOS DE SEGURIDAD PRIVADA;COMERCIALES
22522;HAYLEY MOYA GUTIERREZ;FRESIA 124 LOCAL 41;VENTAS DE MERMELADAS-FRUTOS SECOS Y CHOCOLATES ENVASADOS;COMERCIALES
22524;INELIA DEL CARMEN VILLAGRAN PEREZ;FRESIA 124 LOCAL 18;VENTA DE ARTESANIA;COMERCIALES
22525;INMOBILIARIA MONICA SILVA E.I.R.L.;GENERAL URRUTIA† 424;SANDWICHERIA AL PASO (MEF);COMERCIALES
22527;SOC. AGENCIAS PATAGONIA EXPERIENCE LIMITADA;FRESIA 275;VENTA DE ROPA Y ARTICULOS DEPORTIVOS;COMERCIALES
22528;MARCELA CORNEJO ACCESORIOS LTDA;FRESIA 124 C;JOYERIA† FANTASIA Y ACCESORIOS;COMERCIALES
22530;NESTOR ARIEL FERNANDEZ QUEVEDO;MIGUEL ANSORENA† 485 LOCAL 19;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL INCLUYE ACCESORIOS;COMERCIALES
22532;INMOBILIARIA SOCOVESA SUR S.A.;COLO COLO 065;INMOBILIARIA (SALA DE VENTAS);COMERCIALES
22534;BARRA FIGUEROA CARLOS;PALGUIN 523 A;TOUR OPERADOR;COMERCIALES
22537;BUSTOS BUSTOS VICTOR ORLANDO;CALLEJON JUAN SILVA† SITIO 3 VILLA NUEVA;VENTA DE ARTICULOS ELECTRICOS (MEF);COMERCIALES
22538;COMERCIAL TRAFFIC PRO LIMITADA;AVDA. BERNARDO OHIGGINS 717 LOCAL 5 - 2∞ NIV;COMERCIALIZACION DE PRENDAS DE VESTIR CALZADO Y ACCESORIOS DE REMATE;COMERCIALES
22539;CASANOVA LE”N JUAN CARLOS;CAMINO INTERNACIONAL CACIQUE POCOLLANCA L;VENTA DE ARTICULOS DE ASEO;COMERCIALES
22541;JUANA ESMERITA ANDRADE MENDOZA;BRASIL† S/N ENTRE PALGUIN Y†;VENTA DE MARISCOS Y PESCADOS (MEF);COMERCIALES
22542;ANGELA† IVONNE GALLARDO GALLARDO;AVDA. BERNARDO OHIGGINS 592-B;COMERCIALIZACION DE PRENDAS DE VESTIR/CALZADO Y BAZAR;COMERCIALES
22545;MORELIA ANGELICA NAVARRETE VILDO;RICARDO PALOMINOS 3500;VENTA DE PROVISIONES/PAQUETERIA Y BAZAR (MEF);COMERCIALES
22546;MAURICIO JAVIER MONTENEGRO ALVAREZ;AVDA. BERNARDO OHIGGINS 1050;HOSTAL (MEF);COMERCIALES
22547;TRANSPORTE CHILE LTDA.;CAMINO INTERNACIONAL 1035 CACIQUE POCOLLA;ENCOMIENDAS;COMERCIALES
22548;COMERCIAL XIMENA ARANGO MENESES EIRL;GENERAL URRUTIA† 615 LOCAL C;LAVANDERIA;COMERCIALES
22550;TINTAS Y SERVICIOS VILLARRICA YOLANDA PALMA EIRL;MIGUEL ANSORENA† 425 LOCAL F;CASAS DE CAMBIO;COMERCIALES
